user_id,free_meal,free_checked_bags,no_cancellation_fees,exclusive_discounts,free_hotel_night
536594,yes,no,no,no,no
573010,yes,yes,no,no,no
607017,yes,no,no,yes,no
579792,yes,no,yes,no,yes
578938,yes,yes,yes,no,no
625398,yes,no,no,no,no
646455,yes,yes,no,no,no
175032,yes,no,no,no,no
516006,yes,no,yes,no,yes
566533,yes,no,no,no,no
541923,yes,no,no,no,no
525716,yes,yes,no,no,no
566455,yes,yes,no,no,yes
532259,yes,yes,yes,no,yes
593385,yes,yes,no,no,yes
512419,yes,yes,no,no,no
290123,yes,yes,yes,no,yes
513259,yes,no,no,no,no
518743,yes,no,no,no,no
547823,yes,no,yes,no,yes
558838,yes,no,yes,no,yes
534858,yes,yes,no,no,yes
573841,yes,no,no,no,no
566275,yes,no,no,no,no
563100,yes,no,no,no,no
545070,yes,no,no,no,no
513791,yes,no,no,no,yes
596222,yes,no,no,no,no
511680,yes,no,no,no,no
517150,yes,no,yes,yes,yes
559981,yes,yes,yes,no,yes
524167,yes,no,no,no,yes
381465,yes,no,no,no,no
385689,yes,no,no,no,no
642344,yes,no,no,no,yes
572106,yes,no,no,no,no
525684,yes,no,no,no,no
545551,yes,no,no,no,yes
547412,yes,no,no,no,no
578396,yes,no,no,no,no
548474,yes,no,no,no,no
511398,yes,yes,yes,no,yes
551990,yes,no,no,no,no
557107,yes,yes,yes,no,yes
546161,yes,no,no,no,no
551468,yes,no,no,no,yes
571084,yes,no,no,no,no
494985,yes,no,yes,no,no
716801,yes,no,no,no,no
602190,yes,no,no,no,no
568167,yes,no,no,no,no
554681,yes,no,no,no,no
589489,yes,no,yes,yes,yes
546462,yes,no,no,no,no
512780,yes,no,no,no,no
491995,yes,no,no,no,no
519747,yes,yes,yes,no,yes
544414,yes,no,no,no,no
542471,yes,no,no,no,no
589311,yes,no,no,no,no
590697,yes,no,no,no,no
560803,yes,no,yes,no,yes
523505,yes,no,yes,no,no
531009,yes,no,yes,no,yes
550754,yes,no,no,no,no
569792,yes,no,no,no,no
524043,yes,yes,yes,yes,yes
511489,yes,no,no,no,no
646933,yes,no,no,no,no
598881,yes,no,yes,no,yes
560065,yes,no,no,yes,no
548222,yes,yes,no,no,no
521031,yes,no,yes,no,yes
598692,yes,no,no,no,no
527464,yes,yes,yes,no,yes
606362,yes,no,no,no,no
498357,yes,yes,yes,no,yes
590400,yes,yes,no,no,no
539414,yes,no,no,no,no
515198,yes,no,no,no,no
497615,yes,no,no,no,no
517715,yes,no,no,no,no
529224,yes,yes,yes,no,yes
566992,yes,yes,yes,no,yes
522457,yes,yes,yes,no,yes
532650,yes,no,yes,no,no
569883,yes,no,no,no,no
522237,yes,no,no,no,no
562108,yes,no,yes,no,yes
491925,yes,no,yes,no,yes
544640,yes,yes,yes,no,yes
549482,yes,yes,yes,no,yes
499751,yes,yes,no,no,no
549710,yes,no,yes,no,yes
473332,yes,no,no,yes,no
531253,yes,yes,yes,no,yes
554885,yes,yes,yes,no,yes
587538,yes,no,no,no,no
538188,yes,no,no,no,no
575711,yes,no,no,no,no
518612,yes,yes,yes,no,yes
488918,yes,yes,yes,no,yes
488672,yes,no,no,no,no
536574,yes,no,no,no,no
511397,yes,no,yes,no,yes
561864,yes,no,no,no,no
561687,yes,no,no,no,no
534295,yes,no,no,no,no
577638,yes,yes,yes,no,yes
523619,yes,no,no,no,no
526683,yes,no,no,no,no
526873,yes,no,no,no,no
595527,yes,no,no,no,no
575233,yes,no,no,no,no
594042,yes,no,yes,no,yes
579065,yes,no,no,no,yes
521509,yes,no,no,no,yes
581721,yes,no,yes,no,yes
553139,yes,yes,no,no,yes
518338,yes,no,no,no,no
524251,yes,no,no,no,no
574603,yes,no,no,no,no
566625,yes,no,no,no,no
672468,yes,no,yes,no,yes
548022,yes,yes,no,no,yes
531654,yes,no,no,no,no
665892,yes,no,yes,no,no
432941,yes,no,no,no,no
524473,yes,no,no,no,no
441457,yes,no,no,no,no
601582,yes,no,no,no,no
593536,yes,yes,yes,no,no
476173,yes,no,no,no,no
357737,yes,no,yes,no,yes
553607,yes,no,no,no,no
549292,yes,no,no,no,no
599335,yes,no,no,no,no
514893,yes,no,no,no,no
519911,yes,no,yes,no,yes
533518,yes,no,no,no,no
534903,yes,no,no,no,no
516290,yes,no,no,no,no
623077,yes,no,no,no,no
675201,yes,yes,yes,yes,yes
620394,yes,no,no,no,no
527109,yes,no,no,no,no
521185,yes,no,no,no,no
504786,yes,no,no,no,no
536489,yes,yes,yes,yes,yes
533211,yes,no,no,no,no
603515,yes,no,no,no,no
525356,yes,no,no,no,no
515802,yes,yes,yes,no,yes
551567,yes,yes,yes,no,yes
667981,yes,no,no,no,no
528322,yes,no,no,no,no
511377,yes,no,no,no,no
536099,yes,no,no,no,no
560888,yes,no,no,no,no
529972,yes,no,no,no,no
529421,yes,no,yes,no,yes
492287,yes,yes,no,no,no
544391,yes,no,no,no,no
525844,yes,yes,no,no,yes
533402,yes,no,no,no,no
516543,yes,no,no,no,no
628570,yes,no,yes,no,no
517392,yes,yes,yes,no,yes
457468,yes,yes,no,no,no
642553,yes,no,no,no,no
564364,yes,no,no,no,no
537819,yes,yes,no,no,no
535600,yes,no,no,no,no
526431,yes,no,yes,no,no
577921,yes,no,no,no,no
596856,yes,no,no,no,no
533542,yes,yes,yes,no,yes
528995,yes,no,no,no,no
523735,yes,no,no,no,no
512786,yes,no,no,no,no
527585,yes,no,no,no,yes
578549,yes,no,no,no,yes
418329,yes,no,no,no,no
546190,yes,no,no,no,no
517356,yes,no,no,no,no
577115,yes,no,no,no,no
551890,yes,yes,no,no,no
229330,yes,no,no,no,yes
516827,yes,yes,yes,no,no
561037,yes,no,no,no,no
465343,yes,no,no,no,no
616992,yes,no,no,no,no
407434,yes,no,no,no,no
691541,yes,no,no,no,no
516594,yes,no,no,no,yes
526144,yes,yes,yes,no,yes
534105,yes,no,yes,no,yes
606290,yes,yes,no,no,no
509530,yes,yes,yes,no,yes
542850,yes,no,no,no,no
525515,yes,yes,no,no,yes
513026,yes,no,no,no,no
582319,yes,yes,no,no,yes
430722,yes,no,no,no,yes
592366,yes,no,no,no,no
553219,yes,yes,yes,no,no
542056,yes,no,no,no,no
613941,yes,no,no,yes,no
635300,yes,yes,yes,yes,yes
527507,yes,no,no,no,no
555310,yes,yes,yes,no,yes
689456,yes,no,no,no,no
569236,yes,yes,no,no,no
532730,yes,no,no,no,no
560374,yes,no,yes,no,yes
574840,yes,yes,no,no,no
539794,yes,no,no,no,yes
536843,yes,no,no,no,no
540777,yes,no,no,no,no
532653,yes,no,no,no,yes
516057,yes,yes,no,no,yes
575433,yes,no,no,no,no
508866,yes,no,no,no,no
570683,yes,yes,no,no,yes
590163,yes,no,no,no,no
616718,yes,no,no,no,yes
511609,yes,no,no,no,no
510585,yes,no,no,no,no
517581,yes,no,no,no,no
525447,yes,no,yes,no,no
486671,yes,no,yes,no,yes
541878,yes,no,no,no,no
528020,yes,no,no,no,yes
507732,yes,no,yes,no,no
525920,yes,yes,yes,no,no
421700,yes,no,no,no,no
527142,yes,yes,yes,no,yes
650901,yes,no,no,no,no
595958,yes,yes,no,no,yes
560195,yes,no,yes,no,yes
651491,yes,no,yes,no,yes
598533,yes,no,no,no,no
487680,yes,no,no,no,yes
536212,yes,no,no,no,no
558851,yes,no,no,no,no
454920,yes,yes,yes,no,yes
539426,yes,no,no,no,no
577216,yes,no,no,yes,no
489992,yes,no,no,no,no
497225,yes,no,yes,no,yes
522981,yes,yes,yes,no,no
619432,yes,yes,no,yes,no
542095,yes,no,no,no,no
524929,yes,yes,no,no,yes
545518,yes,no,no,no,yes
514344,yes,yes,yes,yes,yes
584531,yes,no,no,no,no
472394,yes,no,no,no,no
548190,yes,no,no,no,no
573420,yes,no,yes,yes,yes
555180,yes,no,no,no,no
540708,yes,no,no,no,no
515202,yes,no,no,no,no
523209,yes,yes,no,no,no
164522,yes,no,no,no,no
588507,yes,no,no,no,no
514638,yes,yes,no,no,no
538134,yes,yes,no,no,no
544012,yes,no,no,no,no
539337,yes,no,no,no,no
588820,yes,yes,no,no,yes
541454,yes,yes,yes,no,yes
618063,yes,yes,no,no,yes
553938,yes,no,no,no,no
513761,yes,no,no,no,no
512271,yes,yes,yes,no,no
530978,yes,yes,yes,no,yes
526905,yes,yes,yes,no,no
656471,yes,yes,no,no,no
553220,yes,no,no,no,yes
542230,yes,no,no,no,no
539012,yes,yes,no,no,no
600648,yes,yes,yes,no,no
696475,yes,no,no,no,no
481554,yes,yes,yes,no,yes
643929,yes,no,no,no,no
546437,yes,no,yes,no,yes
513031,yes,no,no,no,no
545770,yes,no,no,no,yes
512147,yes,no,no,no,no
545209,yes,yes,no,no,yes
521298,yes,no,no,no,no
565301,yes,no,yes,no,yes
521695,yes,no,no,no,no
511666,yes,no,no,no,no
528567,yes,yes,yes,no,yes
509515,yes,no,no,no,no
532119,yes,no,yes,no,yes
469440,yes,no,no,no,no
525281,yes,no,yes,no,yes
480895,yes,no,no,no,yes
525227,yes,no,yes,no,yes
530188,yes,yes,no,no,yes
517735,yes,no,no,no,no
523299,yes,no,no,no,no
529229,yes,no,no,no,no
616752,yes,no,no,no,no
395202,yes,no,no,no,no
585882,yes,yes,no,no,no
541540,yes,yes,no,no,no
546072,yes,no,no,no,no
528688,yes,no,no,no,no
532410,yes,no,no,no,no
522970,yes,no,yes,no,yes
618418,yes,no,yes,no,yes
559146,yes,no,no,no,no
525879,yes,yes,no,no,no
554079,yes,no,yes,no,no
536810,yes,yes,no,no,yes
515274,yes,no,yes,no,yes
555563,yes,no,no,no,no
763129,yes,no,no,no,no
591478,yes,no,no,no,no
532637,yes,no,no,no,no
604355,yes,yes,no,no,no
768291,yes,yes,no,no,no
328590,yes,no,no,no,no
523484,yes,yes,yes,no,no
533155,yes,yes,no,no,no
616491,yes,no,no,no,no
509278,yes,yes,no,no,no
551967,yes,no,no,no,no
543900,yes,no,no,no,no
423042,yes,yes,yes,no,yes
533755,yes,no,no,no,no
530754,yes,yes,yes,no,no
438839,yes,no,no,no,no
586887,yes,no,yes,no,yes
541259,yes,no,yes,no,no
650049,yes,no,no,no,no
537926,yes,no,no,no,no
510093,yes,no,no,no,no
466205,yes,no,no,no,no
514003,yes,yes,no,no,no
524849,yes,no,no,no,no
530277,yes,yes,yes,no,yes
548185,yes,no,no,no,no
586721,yes,no,no,no,no
539243,yes,no,no,no,no
551217,yes,no,no,no,yes
564534,yes,no,no,no,no
536229,yes,no,no,no,no
422066,yes,yes,no,no,yes
767426,yes,no,no,no,no
514617,yes,no,no,no,no
564620,yes,no,no,no,yes
510841,yes,yes,yes,no,yes
570369,yes,no,no,no,no
539558,yes,no,no,no,yes
522375,yes,no,no,no,no
415282,yes,no,no,no,no
520436,yes,yes,yes,no,yes
511424,yes,no,no,no,no
550579,yes,yes,yes,yes,no
283325,yes,no,no,no,no
533598,yes,no,no,no,no
527984,yes,no,no,no,no
574625,yes,no,no,no,no
638162,yes,no,yes,no,no
503418,yes,no,yes,no,yes
581005,yes,yes,yes,no,no
522607,yes,no,no,no,no
590077,yes,yes,no,yes,yes
610144,yes,yes,yes,no,yes
511314,yes,no,no,no,no
547779,yes,yes,no,no,no
590397,yes,no,no,no,no
659162,yes,no,no,no,no
619321,yes,yes,yes,yes,yes
542208,yes,no,yes,no,yes
509435,yes,yes,no,no,yes
564596,yes,yes,no,no,yes
552732,yes,no,no,no,no
495042,yes,no,yes,no,yes
555698,yes,no,no,no,no
524120,yes,yes,no,no,yes
473712,yes,no,yes,no,yes
525323,yes,no,no,no,no
474261,yes,no,no,no,no
521293,yes,no,yes,no,yes
563221,yes,no,no,no,yes
523454,yes,yes,no,no,no
552366,yes,no,no,yes,no
548422,yes,yes,yes,no,yes
545272,yes,no,no,no,no
556904,yes,no,no,no,no
538321,yes,no,no,no,no
584998,yes,yes,no,no,no
557476,yes,no,no,no,no
555796,yes,no,no,no,no
504435,yes,yes,no,no,yes
624762,yes,no,no,no,no
570600,yes,no,no,no,no
509359,yes,no,no,no,yes
625089,yes,no,no,no,no
521408,yes,no,no,no,no
531204,yes,no,no,no,no
540029,yes,yes,no,no,no
519905,yes,no,no,no,no
609393,yes,no,no,no,no
509903,yes,yes,yes,no,yes
606635,yes,no,no,no,no
664663,yes,yes,yes,yes,yes
544254,yes,no,no,no,no
528139,yes,no,no,no,no
545317,yes,yes,yes,no,yes
572728,yes,yes,yes,no,no
512440,yes,no,no,no,no
564430,yes,yes,yes,no,no
550019,yes,yes,no,no,yes
553773,yes,no,no,no,no
511778,yes,yes,no,no,no
463910,yes,yes,yes,no,yes
516704,yes,no,no,no,no
570837,yes,no,yes,no,yes
516862,yes,no,no,no,no
526303,yes,no,no,no,no
675053,yes,no,no,no,no
586936,yes,no,no,no,no
531031,yes,no,no,no,no
512945,yes,no,no,no,no
598306,yes,yes,no,no,no
553645,yes,yes,no,no,no
560125,yes,no,no,no,no
541289,yes,no,no,no,yes
554413,yes,yes,no,no,no
543339,yes,no,no,no,no
636873,yes,yes,yes,no,yes
589630,yes,no,no,no,no
537776,yes,no,no,no,no
540444,yes,no,no,no,no
514053,yes,no,no,no,no
563995,yes,no,no,no,no
434623,yes,no,no,no,yes
627893,yes,no,no,no,no
579846,yes,no,no,no,no
533291,yes,yes,yes,no,yes
535047,yes,no,no,no,yes
528965,yes,no,no,no,no
610806,yes,no,no,no,no
593386,yes,no,no,no,no
540622,yes,no,no,no,no
563592,yes,no,no,no,no
510582,yes,no,no,no,no
549580,yes,no,yes,no,yes
569239,yes,no,no,no,no
584666,yes,yes,no,no,no
556621,yes,no,no,no,no
617994,yes,no,no,no,no
639571,yes,no,no,no,no
582333,yes,no,no,no,no
541150,yes,no,no,no,no
468409,yes,yes,no,no,yes
556533,yes,no,no,no,no
513860,yes,no,no,no,no
537412,yes,no,no,no,no
600886,yes,no,no,no,no
545249,yes,no,yes,no,no
595126,yes,no,no,no,no
518907,yes,no,yes,no,no
689624,yes,no,no,no,no
562275,yes,yes,yes,no,yes
534948,yes,no,no,no,no
510179,yes,no,yes,no,no
499810,yes,no,no,no,no
501830,yes,no,no,no,no
647804,yes,no,no,no,no
510081,yes,no,no,no,no
559995,yes,no,no,no,no
494382,yes,no,yes,no,no
517968,yes,no,no,no,no
702877,yes,no,no,no,no
548961,yes,yes,no,no,no
498931,yes,no,no,no,no
527038,yes,yes,no,no,no
551340,yes,no,no,no,no
582227,yes,no,no,no,no
695557,yes,yes,no,no,yes
525804,yes,no,no,no,no
519469,yes,no,no,no,no
523517,yes,no,no,no,no
525611,yes,yes,yes,no,yes
515578,yes,yes,yes,no,yes
420648,yes,no,no,no,no
510108,yes,yes,no,no,no
515565,yes,yes,no,no,yes
566702,yes,no,no,no,no
594027,yes,no,no,no,no
565348,yes,no,no,no,no
537373,yes,no,yes,no,yes
529602,yes,yes,no,no,no
536695,yes,yes,yes,no,yes
522654,yes,no,no,no,no
607949,yes,no,no,no,no
572669,yes,no,no,no,no
593910,yes,yes,no,no,no
760793,yes,no,no,no,no
610338,yes,yes,no,no,no
520152,yes,yes,no,no,no
528580,yes,no,no,no,no
545318,yes,no,no,no,no
502210,yes,no,no,no,yes
538441,yes,yes,no,no,no
512197,yes,no,no,no,no
522639,yes,no,no,no,no
513233,yes,no,no,no,no
387783,yes,no,no,no,no
476742,yes,no,no,no,no
565460,yes,no,no,no,no
515020,yes,no,no,no,no
516105,yes,no,no,no,no
522800,yes,yes,yes,no,no
549121,yes,no,no,no,no
564312,yes,no,no,no,no
573379,yes,yes,yes,no,yes
569180,yes,yes,no,no,no
560672,yes,no,no,no,no
572898,yes,no,no,no,no
555587,yes,no,no,no,no
526184,yes,no,no,no,no
554801,yes,no,no,no,no
538522,yes,no,no,no,yes
549359,yes,no,no,no,no
509645,yes,no,no,yes,yes
541939,yes,no,no,no,no
580212,yes,no,no,no,no
541735,yes,no,no,no,no
555206,yes,no,yes,no,no
348817,yes,no,no,no,no
541352,yes,no,no,no,no
538641,yes,no,no,no,yes
520314,yes,no,no,no,no
540733,yes,no,no,no,no
553904,yes,no,no,no,no
538944,yes,yes,yes,no,yes
483345,yes,no,yes,no,yes
580515,yes,no,no,no,no
513366,yes,no,no,no,no
458479,yes,yes,no,no,yes
486751,yes,yes,no,yes,yes
544549,yes,yes,no,no,yes
513408,yes,no,no,no,no
532500,yes,no,no,no,no
630609,yes,no,yes,no,yes
542027,yes,no,no,no,no
571876,yes,no,no,no,no
522745,yes,no,no,no,no
552432,yes,yes,no,no,no
537922,yes,no,no,no,no
520311,yes,yes,yes,no,no
545510,yes,no,no,no,no
503126,yes,no,no,no,no
559407,yes,yes,no,no,yes
571566,yes,yes,yes,no,yes
564495,yes,no,no,no,yes
697072,yes,no,no,yes,yes
532989,yes,no,yes,no,yes
520851,yes,no,yes,no,yes
627972,yes,no,no,no,no
609236,yes,no,no,no,no
560854,yes,yes,no,no,yes
536764,yes,yes,yes,no,no
571580,yes,no,no,no,no
531094,yes,yes,no,no,no
482264,yes,no,no,no,no
598265,yes,no,no,no,no
554155,yes,no,no,no,no
562417,yes,no,no,no,no
518443,yes,no,no,no,no
535341,yes,no,no,no,no
640689,yes,no,no,no,yes
504936,yes,no,no,no,no
523842,yes,no,no,no,no
563012,yes,no,no,no,no
569572,yes,no,no,yes,no
563375,yes,no,no,no,no
474546,yes,no,yes,yes,yes
640649,yes,no,no,no,no
641529,yes,no,no,no,no
400582,yes,no,no,no,no
563598,yes,no,no,no,no
739518,yes,no,no,no,no
499659,yes,no,no,no,no
551116,yes,no,no,no,no
576373,yes,no,no,no,no
489852,yes,no,no,no,no
510343,yes,yes,yes,no,yes
538691,yes,no,no,no,no
505230,yes,no,no,no,no
513296,yes,no,no,no,no
676762,yes,yes,no,no,yes
509445,yes,no,no,no,no
521044,yes,no,no,no,no
527406,yes,no,no,no,no
514318,yes,no,no,yes,no
471687,yes,no,no,no,no
488529,yes,no,no,no,no
544406,yes,no,no,no,yes
521818,yes,no,no,no,no
490671,yes,yes,no,no,no
588013,yes,no,no,no,no
522738,yes,no,no,no,no
587483,yes,no,no,no,no
558251,yes,no,no,no,no
539510,yes,no,no,no,no
519117,yes,no,no,yes,yes
610474,yes,no,no,no,no
543352,yes,no,no,no,no
521992,yes,yes,no,yes,yes
523860,yes,no,no,no,no
572290,yes,no,yes,no,yes
519722,yes,no,no,no,no
516150,yes,no,no,no,no
570862,yes,no,no,no,no
537414,yes,no,no,no,no
612128,yes,no,no,no,no
560468,yes,no,no,no,no
420669,yes,yes,no,no,no
623087,yes,no,no,no,no
622708,yes,no,no,no,no
549631,yes,yes,no,no,no
521785,yes,no,no,no,no
534986,yes,yes,no,no,yes
665505,yes,no,yes,no,yes
555648,yes,no,yes,no,yes
552597,yes,yes,no,no,no
532388,yes,no,no,no,no
572538,yes,no,no,no,no
640580,yes,no,no,no,no
517131,yes,no,no,no,no
437069,yes,yes,yes,no,yes
480690,yes,no,no,no,yes
518121,yes,no,no,no,no
597510,yes,no,no,no,no
525244,yes,no,no,no,no
551847,yes,no,no,no,no
514206,yes,yes,no,no,no
600833,yes,no,no,no,no
557282,yes,no,no,no,no
512416,yes,no,no,no,no
510537,yes,yes,yes,no,no
526365,yes,yes,no,no,no
513089,yes,no,no,no,no
550222,yes,yes,no,no,no
590967,yes,no,yes,no,yes
586063,yes,no,no,no,no
574680,yes,no,no,no,no
508877,yes,yes,yes,no,yes
537317,yes,no,no,no,no
524926,yes,no,no,no,no
602953,yes,yes,yes,no,yes
649378,yes,yes,yes,no,yes
524940,yes,no,no,no,no
439052,yes,no,no,no,yes
530563,yes,yes,no,no,yes
581438,yes,yes,no,no,no
526203,yes,yes,no,no,yes
535441,yes,no,no,no,yes
604840,yes,no,no,no,no
549515,yes,no,yes,yes,no
559068,yes,yes,no,no,no
550460,yes,no,no,no,no
599927,yes,no,no,no,yes
483480,yes,no,yes,no,no
590420,yes,no,yes,no,no
552775,yes,no,no,no,no
511260,yes,no,no,no,no
676570,yes,no,no,no,no
583297,yes,no,no,no,yes
603100,yes,no,no,no,no
559468,yes,no,no,no,no
517961,yes,yes,no,no,yes
513721,yes,yes,yes,no,yes
543304,yes,yes,no,no,no
533388,yes,yes,no,no,no
666049,yes,no,no,no,no
559782,yes,no,no,no,yes
573427,yes,yes,no,yes,no
454430,yes,no,no,no,no
558987,yes,no,no,no,no
527470,yes,no,no,no,no
520177,yes,no,yes,no,no
590905,yes,no,no,no,no
513917,yes,no,no,no,no
651613,yes,yes,no,no,yes
545012,yes,no,no,no,no
514876,yes,no,no,no,no
618759,yes,no,no,no,no
512628,yes,no,no,no,no
526256,yes,yes,yes,no,yes
101961,yes,no,yes,no,yes
513875,yes,yes,no,no,no
653640,yes,no,no,no,no
514164,yes,no,no,no,no
606333,yes,no,no,no,no
676373,yes,no,no,no,no
521060,yes,yes,yes,no,yes
517212,yes,no,yes,no,yes
590202,yes,no,no,no,no
523442,yes,yes,no,no,no
512024,yes,no,no,no,no
504859,yes,no,no,no,no
441982,yes,no,yes,no,no
610280,yes,no,no,no,no
555428,yes,no,no,no,no
407275,yes,no,no,no,no
546702,yes,no,no,no,no
511638,yes,no,no,no,no
578607,yes,yes,yes,no,no
515240,yes,no,no,no,no
555301,yes,no,no,no,no
540718,yes,no,no,no,no
556673,yes,no,no,no,no
568060,yes,no,no,yes,no
538279,yes,no,no,no,no
505285,yes,yes,no,no,yes
450164,yes,no,no,no,yes
546307,yes,yes,yes,no,no
547836,yes,no,no,no,no
540252,yes,no,no,no,no
467092,yes,no,no,no,no
526690,yes,no,no,no,no
630097,yes,no,no,no,no
512596,yes,no,yes,no,no
506427,yes,yes,yes,no,yes
520291,yes,yes,no,no,yes
546900,yes,no,no,no,no
516571,yes,no,no,no,no
517596,yes,no,no,no,no
590379,yes,no,no,no,yes
540654,yes,no,no,no,yes
557815,yes,no,no,no,yes
389759,yes,no,no,no,no
570330,yes,no,no,no,no
564306,yes,no,no,no,no
590227,yes,no,no,no,no
603715,yes,no,no,no,no
458688,yes,no,no,no,no
552414,yes,no,no,no,yes
612002,yes,yes,no,no,no
476714,yes,no,no,no,no
661614,yes,no,no,no,no
532387,yes,no,no,no,no
563315,yes,no,no,no,no
610395,yes,no,no,no,no
515490,yes,no,no,no,no
501322,yes,yes,no,no,no
528839,yes,no,no,no,no
721496,yes,no,no,no,no
569920,yes,no,no,no,no
624497,yes,yes,no,no,no
555770,yes,no,no,no,no
509749,yes,yes,yes,yes,yes
586701,yes,no,no,no,no
527075,yes,yes,no,no,no
416580,yes,no,yes,no,no
538489,yes,yes,no,no,no
354050,yes,no,yes,no,yes
583486,yes,yes,no,no,yes
511827,yes,no,no,no,no
592833,yes,no,no,no,no
617506,yes,no,no,no,no
464160,yes,no,no,no,no
521609,yes,no,no,no,no
535495,yes,no,no,no,no
592371,yes,no,no,no,no
547792,yes,no,yes,no,no
536034,yes,no,no,no,no
529338,yes,yes,yes,no,yes
574467,yes,yes,no,no,no
528105,yes,no,no,no,no
556647,yes,no,no,no,no
513620,yes,no,no,no,no
532912,yes,yes,no,yes,no
232647,yes,no,no,no,no
511805,yes,no,no,no,yes
558920,yes,yes,no,no,yes
581085,yes,no,no,no,yes
685604,yes,no,no,no,no
535795,yes,yes,yes,no,yes
563253,yes,no,no,no,no
607152,yes,no,yes,no,no
568486,yes,no,no,no,yes
527782,yes,no,no,no,no
482621,yes,no,no,no,no
511665,yes,yes,no,no,no
599833,yes,no,no,no,yes
457599,yes,no,yes,no,no
555499,yes,yes,no,no,no
498665,yes,yes,yes,no,yes
590981,yes,no,no,no,no
533859,yes,no,no,no,yes
679611,yes,yes,yes,no,yes
533129,yes,no,yes,no,no
597954,yes,no,no,no,yes
535051,yes,no,no,no,no
515182,yes,yes,yes,no,yes
540502,yes,no,no,no,no
508940,yes,no,no,no,yes
604982,yes,no,no,no,no
513555,yes,no,yes,no,no
531844,yes,no,no,no,no
560733,yes,yes,no,no,no
517894,yes,no,no,no,no
514526,yes,no,yes,yes,yes
508857,yes,no,yes,no,yes
488314,yes,yes,no,no,yes
527154,yes,no,no,no,no
522201,yes,no,no,no,no
524407,yes,no,no,no,no
686920,yes,no,no,no,no
528193,yes,no,no,no,no
714565,yes,no,yes,no,yes
594446,yes,no,no,no,no
565467,yes,no,no,no,no
595386,yes,yes,yes,yes,yes
519774,yes,no,no,no,no
521192,yes,no,no,no,no
543937,yes,no,no,no,no
469824,yes,no,no,no,no
644870,no,yes,yes,no,no
469464,no,yes,no,no,no
512204,no,no,no,no,yes
522323,no,no,yes,no,no
569829,no,yes,yes,no,yes
651193,no,yes,no,no,no
521748,no,no,no,no,no
531467,no,no,yes,no,yes
530468,no,no,no,no,no
565565,no,no,no,no,no
652737,no,no,no,no,no
425632,no,no,no,no,no
595431,no,no,no,no,no
537289,no,no,no,no,no
602946,no,no,no,no,no
648990,no,no,no,no,no
592929,no,no,no,no,no
590922,no,no,no,no,no
542080,no,no,no,no,no
558138,no,yes,no,no,yes
526179,no,yes,yes,no,yes
673286,no,no,no,no,no
559537,no,yes,no,no,no
525089,no,no,no,no,yes
647016,no,no,no,no,no
527401,no,yes,yes,no,yes
606648,no,no,no,no,no
566173,no,no,no,no,no
563148,no,no,no,no,no
577074,no,no,no,no,no
554956,no,yes,yes,no,no
659161,no,no,yes,no,yes
609243,no,no,no,no,no
513613,no,no,no,no,no
524572,no,no,no,no,no
519554,no,no,no,no,no
532941,no,yes,no,no,no
548859,no,no,no,no,no
720860,no,yes,no,no,yes
527046,no,no,no,no,no
499366,no,yes,no,no,no
465731,no,no,no,no,yes
516061,no,no,no,no,no
552036,no,no,no,no,no
562416,no,no,no,no,no
651744,no,no,no,no,yes
679066,no,no,no,no,no
486366,no,no,no,no,no
541649,no,no,yes,yes,yes
640715,no,yes,no,yes,no
608287,no,no,no,no,no
527944,no,yes,no,no,yes
553361,no,yes,no,no,no
538780,no,no,no,no,no
577851,no,no,no,no,no
453143,no,yes,yes,no,no
521033,no,no,no,no,no
623935,no,no,no,no,no
568713,no,no,no,no,no
539304,no,no,no,no,no
400899,no,no,no,no,no
433339,no,no,no,no,no
474980,no,no,no,no,no
523228,no,no,no,no,no
632136,no,yes,no,no,yes
524244,no,no,no,no,no
520819,no,no,no,no,no
535311,no,no,no,no,no
570226,no,yes,no,no,yes
558294,no,no,no,no,no
670626,no,no,no,no,no
511784,no,yes,no,no,no
567643,no,no,no,no,no
581527,no,no,yes,no,no
510215,no,no,no,no,no
528522,no,no,no,no,no
577007,no,yes,no,no,no
472713,no,yes,no,no,yes
521997,no,no,no,no,no
559695,no,yes,no,no,no
498574,no,no,no,no,no
547100,no,yes,no,no,yes
587802,no,no,no,no,no
553876,no,no,no,no,no
521404,no,no,yes,no,yes
547201,no,no,no,no,no
522513,no,no,no,no,no
530421,no,no,no,no,no
569300,no,no,no,no,no
531739,no,no,no,no,yes
514002,no,no,yes,no,yes
418488,no,no,no,no,yes
101486,no,no,no,no,no
526901,no,no,no,no,yes
657591,no,no,no,no,no
580944,no,no,no,no,no
519140,no,yes,yes,no,yes
509763,no,yes,yes,yes,yes
516418,no,no,no,no,no
518516,no,no,no,no,no
590434,no,yes,no,no,no
598069,no,no,no,no,no
581901,no,no,yes,no,no
542663,no,no,yes,no,yes
570666,no,no,no,no,no
510972,no,no,no,no,no
757930,no,no,no,no,no
549152,no,no,no,no,no
559775,no,yes,no,no,no
534391,no,no,no,no,no
558394,no,no,no,no,no
569817,no,no,no,no,no
520783,no,no,no,no,no
516647,no,yes,no,no,no
582038,no,yes,no,no,no
556622,no,no,no,no,no
526235,no,no,no,no,no
553751,no,no,no,no,no
519718,no,no,no,no,yes
577410,no,yes,yes,no,no
547483,no,no,no,no,no
513926,no,no,no,no,no
540302,no,yes,yes,yes,no
