user_id,perk
512848,Free Checked Bag
512880,Free Checked Bag
512887,1 night free with flight
512888,No Cancellation Fees
512900,1 night free with flight
512904,Free Hotel Meal
512922,Free Checked Bag
512928,Free Checked Bag
512943,Free Checked Bag
512945,Free Checked Bag
512974,1 night free with flight
512976,No Cancellation Fees
512984,Free Checked Bag
512999,Free Checked Bag
513004,Free Checked Bag
513005,Exclusive discounts
513006,Free Checked Bag
513026,Free Checked Bag
513030,Free Checked Bag
513031,Free Checked Bag
513058,1 night free with flight
513089,1 night free with flight
513090,1 night free with flight
513091,Exclusive discounts
513093,No Cancellation Fees
513096,Free Checked Bag
513103,Free Checked Bag
513126,1 night free with flight
513138,Exclusive discounts
513164,Exclusive discounts
513206,Exclusive discounts
513216,1 night free with flight
513220,1 night free with flight
513221,Exclusive discounts
513227,Free Checked Bag
513233,Free Checked Bag
513236,Free Hotel Meal
513237,Exclusive discounts
513241,Exclusive discounts
513242,1 night free with flight
513259,Free Checked Bag
513261,Exclusive discounts
513289,Exclusive discounts
513296,Free Checked Bag
513317,Exclusive discounts
513322,Free Checked Bag
513338,Free Checked Bag
513339,Free Checked Bag
513345,Exclusive discounts
513347,Exclusive discounts
513366,Free Checked Bag
513381,Free Checked Bag
513387,Free Hotel Meal
513397,Free Hotel Meal
513402,Exclusive discounts
513408,Free Checked Bag
513422,Free Checked Bag
513425,Exclusive discounts
513438,No Cancellation Fees
513441,Exclusive discounts
513470,Exclusive discounts
513495,No Cancellation Fees
513497,Exclusive discounts
513509,Exclusive discounts
513543,Exclusive discounts
513546,Exclusive discounts
513555,Free Hotel Meal
513568,Exclusive discounts
513569,1 night free with flight
513582,Free Checked Bag
513602,Exclusive discounts
513611,1 night free with flight
513613,Free Checked Bag
513620,Free Checked Bag
513625,Free Checked Bag
513627,Free Checked Bag
513628,Free Checked Bag
513638,Free Hotel Meal
513659,Free Checked Bag
513661,Exclusive discounts
513683,Free Hotel Meal
513714,Exclusive discounts
513721,Free Hotel Meal
513742,Exclusive discounts
513761,Free Checked Bag
513776,Exclusive discounts
513787,Free Hotel Meal
513791,Free Hotel Meal
513796,Free Checked Bag
513800,Exclusive discounts
513807,Free Hotel Meal
513823,Exclusive discounts
513826,Free Checked Bag
513844,No Cancellation Fees
513853,Free Checked Bag
513856,Exclusive discounts
513860,Free Checked Bag
513869,Free Checked Bag
513875,Free Checked Bag
513917,Free Checked Bag
513926,1 night free with flight
513933,Free Checked Bag
513953,Exclusive discounts
513956,1 night free with flight
513964,Free Hotel Meal
513967,Free Hotel Meal
513995,No Cancellation Fees
514002,Free Hotel Meal
514003,Free Hotel Meal
514021,No Cancellation Fees
514023,1 night free with flight
514053,1 night free with flight
514071,Free Checked Bag
514076,Free Checked Bag
514113,Exclusive discounts
514132,Free Hotel Meal
514133,Free Checked Bag
514164,Free Checked Bag
514167,Free Checked Bag
514206,1 night free with flight
514208,Exclusive discounts
514210,1 night free with flight
514215,1 night free with flight
514235,Exclusive discounts
514261,1 night free with flight
514275,Free Checked Bag
514289,Exclusive discounts
514300,Free Checked Bag
514315,Exclusive discounts
514318,1 night free with flight
514324,Free Checked Bag
514337,No Cancellation Fees
514342,Free Hotel Meal
514344,1 night free with flight
514370,No Cancellation Fees
514384,Exclusive discounts
514395,Free Checked Bag
514457,Free Hotel Meal
514460,Free Checked Bag
514461,No Cancellation Fees
514501,Exclusive discounts
514503,No Cancellation Fees
514515,Free Checked Bag
514526,1 night free with flight
514551,Exclusive discounts
514586,Free Checked Bag
514589,Exclusive discounts
514617,Free Checked Bag
514623,Exclusive discounts
514627,Free Checked Bag
514638,1 night free with flight
514639,Exclusive discounts
514642,Exclusive discounts
514660,Free Checked Bag
514675,Free Checked Bag
514682,1 night free with flight
514684,Exclusive discounts
514689,Free Checked Bag
514737,Free Hotel Meal
514785,Free Checked Bag
514810,1 night free with flight
514830,Free Checked Bag
514867,Free Checked Bag
514876,Exclusive discounts
514892,Free Hotel Meal
514893,Exclusive discounts
514899,1 night free with flight
514925,Free Checked Bag
514926,Free Checked Bag
514931,Exclusive discounts
514944,Exclusive discounts
514951,Free Checked Bag
514953,No Cancellation Fees
514980,1 night free with flight
514981,Free Checked Bag
515004,Exclusive discounts
515013,Free Checked Bag
515020,Free Checked Bag
515030,Exclusive discounts
515051,Free Hotel Meal
515058,Free Hotel Meal
515060,Free Checked Bag
515085,No Cancellation Fees
515103,1 night free with flight
515124,Free Hotel Meal
515131,Free Hotel Meal
515139,Free Checked Bag
515161,1 night free with flight
515168,Exclusive discounts
515182,Free Hotel Meal
515198,Exclusive discounts
515200,Free Checked Bag
515202,Exclusive discounts
515205,Free Checked Bag
515229,1 night free with flight
515240,Exclusive discounts
515243,Free Checked Bag
515258,Free Checked Bag
515271,Free Checked Bag
515274,Free Hotel Meal
515306,No Cancellation Fees
515330,Free Checked Bag
515344,No Cancellation Fees
515398,Free Hotel Meal
515409,Free Hotel Meal
515421,Free Hotel Meal
515423,Exclusive discounts
515436,Exclusive discounts
515478,Exclusive discounts
515490,Free Checked Bag
515502,Exclusive discounts
515514,Exclusive discounts
515516,Exclusive discounts
515523,No Cancellation Fees
515529,Free Checked Bag
515530,Exclusive discounts
515565,Free Hotel Meal
515578,Free Hotel Meal
515580,No Cancellation Fees
515586,Free Hotel Meal
515610,Free Hotel Meal
515634,Exclusive discounts
515639,Free Hotel Meal
515645,No Cancellation Fees
515666,1 night free with flight
515675,1 night free with flight
515684,Free Hotel Meal
515688,Free Hotel Meal
515694,Free Hotel Meal
515713,No Cancellation Fees
515727,1 night free with flight
515735,Exclusive discounts
515739,Free Checked Bag
515751,Free Checked Bag
515764,No Cancellation Fees
515778,Free Checked Bag
515802,Free Hotel Meal
515818,Exclusive discounts
515831,Free Checked Bag
515835,Free Checked Bag
515854,Exclusive discounts
515874,Exclusive discounts
515891,Free Hotel Meal
515901,Free Checked Bag
515908,Free Checked Bag
515941,Free Checked Bag
515947,Exclusive discounts
515953,1 night free with flight
515974,Free Checked Bag
515985,Free Checked Bag
516001,Exclusive discounts
516004,Exclusive discounts
516006,Free Hotel Meal
516039,Exclusive discounts
516053,Free Hotel Meal
516057,Free Hotel Meal
516061,Free Checked Bag
516076,Exclusive discounts
516086,Exclusive discounts
516089,Free Checked Bag
516092,Free Hotel Meal
516105,Exclusive discounts
516117,Free Checked Bag
516118,No Cancellation Fees
516127,Exclusive discounts
516132,Free Checked Bag
516144,Free Hotel Meal
516150,Exclusive discounts
516152,Exclusive discounts
516176,Free Checked Bag
516177,Free Checked Bag
516178,1 night free with flight
516211,Free Checked Bag
516216,Free Hotel Meal
516217,Exclusive discounts
516243,Exclusive discounts
516246,1 night free with flight
516251,Free Hotel Meal
516269,Free Hotel Meal
516273,Free Checked Bag
516282,Free Checked Bag
516283,No Cancellation Fees
516287,Free Checked Bag
516290,Free Checked Bag
516296,Free Checked Bag
516301,Free Hotel Meal
516340,Exclusive discounts
516351,Free Checked Bag
516368,Free Checked Bag
516375,1 night free with flight
516418,Free Checked Bag
516420,Exclusive discounts
516433,Exclusive discounts
516456,Free Checked Bag
516507,Free Checked Bag
516516,Exclusive discounts
516528,Free Hotel Meal
516543,Exclusive discounts
516556,Exclusive discounts
516561,Exclusive discounts
516571,Free Checked Bag
516578,Free Hotel Meal
516579,No Cancellation Fees
516583,Exclusive discounts
516590,Exclusive discounts
516593,No Cancellation Fees
516594,Free Checked Bag
516614,Free Hotel Meal
516616,Free Hotel Meal
516620,Exclusive discounts
516639,Free Hotel Meal
516647,Free Hotel Meal
516679,Free Checked Bag
516680,Exclusive discounts
516682,Free Checked Bag
516694,Exclusive discounts
516697,Exclusive discounts
516704,Free Checked Bag
516732,Free Checked Bag
516739,Free Checked Bag
516744,Exclusive discounts
516763,Exclusive discounts
516765,Exclusive discounts
516789,Free Hotel Meal
516798,Exclusive discounts
516806,Free Hotel Meal
516808,Free Checked Bag
516827,Free Hotel Meal
516833,1 night free with flight
516841,Exclusive discounts
516862,Exclusive discounts
516933,Exclusive discounts
516939,Exclusive discounts
516965,1 night free with flight
516967,Exclusive discounts
516972,1 night free with flight
517033,1 night free with flight
517061,Free Hotel Meal
517064,1 night free with flight
517076,1 night free with flight
517105,1 night free with flight
517119,Free Hotel Meal
517131,Free Checked Bag
517142,Free Checked Bag
517143,Exclusive discounts
517150,1 night free with flight
517158,Free Checked Bag
517205,Exclusive discounts
517212,Free Hotel Meal
517219,Exclusive discounts
517231,Free Checked Bag
517284,Free Hotel Meal
517324,Exclusive discounts
517330,Exclusive discounts
517356,Free Checked Bag
517370,Free Checked Bag
517392,Free Hotel Meal
517393,Exclusive discounts
517397,Free Hotel Meal
517403,Free Hotel Meal
517415,Exclusive discounts
517438,1 night free with flight
517445,No Cancellation Fees
517467,No Cancellation Fees
517486,Free Checked Bag
517491,Free Hotel Meal
517543,Exclusive discounts
517545,Exclusive discounts
517548,Free Checked Bag
517549,Free Hotel Meal
517571,Exclusive discounts
517579,Exclusive discounts
517581,Free Checked Bag
517596,Free Checked Bag
517622,Exclusive discounts
517633,Free Checked Bag
517653,Free Checked Bag
517674,Free Hotel Meal
517675,Free Hotel Meal
517676,Free Checked Bag
517700,Free Checked Bag
517715,Free Checked Bag
517732,Free Checked Bag
517735,1 night free with flight
517739,Exclusive discounts
517743,Free Checked Bag
517772,Free Hotel Meal
517776,Free Checked Bag
517787,Exclusive discounts
517803,1 night free with flight
517819,Exclusive discounts
517825,Free Hotel Meal
517839,Free Checked Bag
517847,1 night free with flight
517871,Exclusive discounts
517894,Free Checked Bag
517898,Free Checked Bag
517925,No Cancellation Fees
517931,No Cancellation Fees
517961,Free Hotel Meal
517967,Exclusive discounts
517968,1 night free with flight
518012,Exclusive discounts
518015,1 night free with flight
518041,Exclusive discounts
518044,Free Checked Bag
518074,Free Checked Bag
518084,Exclusive discounts
518092,Free Hotel Meal
518121,Free Checked Bag
518127,1 night free with flight
518135,Free Checked Bag
518191,Free Checked Bag
518196,No Cancellation Fees
518211,Free Hotel Meal
518219,Free Checked Bag
518281,Free Hotel Meal
518324,Free Hotel Meal
518334,Free Checked Bag
518338,Free Checked Bag
518347,Free Checked Bag
518348,1 night free with flight
518354,Exclusive discounts
518372,Free Checked Bag
518393,Free Checked Bag
518406,Free Checked Bag
518416,Free Checked Bag
518422,Exclusive discounts
518443,Free Checked Bag
518450,Exclusive discounts
518480,Free Hotel Meal
518495,Free Checked Bag
518516,Free Checked Bag
518526,Free Hotel Meal
518527,1 night free with flight
518533,Free Checked Bag
518535,Free Checked Bag
518541,Free Checked Bag
518567,Exclusive discounts
518579,Free Checked Bag
518582,No Cancellation Fees
518585,Free Checked Bag
518612,Free Hotel Meal
518628,Exclusive discounts
518629,Free Hotel Meal
518639,Exclusive discounts
518642,Exclusive discounts
518645,Exclusive discounts
518694,Exclusive discounts
518696,Exclusive discounts
518711,Exclusive discounts
518716,Free Checked Bag
518722,Free Hotel Meal
518726,Exclusive discounts
518735,Exclusive discounts
518743,Free Checked Bag
518747,Free Checked Bag
518751,1 night free with flight
518756,Free Checked Bag
518826,Exclusive discounts
518827,No Cancellation Fees
518865,Free Checked Bag
518866,Free Checked Bag
518867,Free Checked Bag
518870,Free Checked Bag
518894,1 night free with flight
518896,No Cancellation Fees
518907,Free Hotel Meal
518922,Exclusive discounts
518925,Exclusive discounts
518931,Exclusive discounts
518954,Free Checked Bag
518956,1 night free with flight
518963,Exclusive discounts
518971,Free Checked Bag
518998,Free Hotel Meal
519014,No Cancellation Fees
519059,1 night free with flight
519079,1 night free with flight
519089,Free Checked Bag
519091,No Cancellation Fees
519096,1 night free with flight
519114,Free Checked Bag
519117,1 night free with flight
519137,1 night free with flight
519140,Free Hotel Meal
519171,Exclusive discounts
519191,Exclusive discounts
519205,Free Checked Bag
519210,Free Checked Bag
519211,Free Hotel Meal
519248,Free Checked Bag
519254,Free Hotel Meal
519260,Free Checked Bag
519267,Exclusive discounts
519285,Free Checked Bag
519312,Exclusive discounts
519313,Exclusive discounts
519335,Exclusive discounts
519348,Free Checked Bag
519353,Exclusive discounts
519357,Free Hotel Meal
519368,Exclusive discounts
519383,No Cancellation Fees
519392,Free Checked Bag
519393,Free Checked Bag
519406,Exclusive discounts
519412,Exclusive discounts
519419,Exclusive discounts
519430,Free Checked Bag
519446,Free Hotel Meal
519469,Free Checked Bag
519515,1 night free with flight
519529,Exclusive discounts
519532,Free Hotel Meal
519541,Free Checked Bag
519548,Exclusive discounts
519554,Free Checked Bag
519561,Exclusive discounts
519595,Free Checked Bag
519596,Exclusive discounts
519604,Free Checked Bag
519626,Free Checked Bag
519631,Free Hotel Meal
519664,Free Checked Bag
519687,Exclusive discounts
519694,Free Hotel Meal
519695,Free Checked Bag
519706,No Cancellation Fees
519709,Free Hotel Meal
519718,Free Checked Bag
519722,Exclusive discounts
519725,Free Checked Bag
519726,Free Checked Bag
519747,Free Hotel Meal
519769,1 night free with flight
519774,Free Checked Bag
519787,Exclusive discounts
519799,Free Hotel Meal
519846,No Cancellation Fees
519848,Free Checked Bag
519853,Exclusive discounts
519859,1 night free with flight
519885,Free Checked Bag
519888,1 night free with flight
519893,Free Checked Bag
519896,1 night free with flight
519897,Exclusive discounts
519905,Free Checked Bag
519911,Free Hotel Meal
519912,Free Checked Bag
519943,Exclusive discounts
519955,Free Checked Bag
519957,Free Checked Bag
519961,Free Checked Bag
519965,1 night free with flight
519982,Exclusive discounts
520054,Exclusive discounts
520063,Exclusive discounts
520097,Free Checked Bag
520106,Exclusive discounts
520141,Free Checked Bag
520152,Free Hotel Meal
520170,Exclusive discounts
520175,Free Checked Bag
520177,Free Hotel Meal
520182,Free Checked Bag
520188,Free Checked Bag
520193,Free Checked Bag
520225,Free Hotel Meal
520244,Exclusive discounts
520248,Free Hotel Meal
520250,Free Hotel Meal
520256,Free Checked Bag
520265,Free Hotel Meal
520277,Exclusive discounts
520291,Free Hotel Meal
520298,1 night free with flight
520307,1 night free with flight
520311,Free Hotel Meal
520314,Exclusive discounts
520327,Free Checked Bag
520358,Free Hotel Meal
520373,Free Checked Bag
520397,Free Checked Bag
520405,Exclusive discounts
520411,Free Checked Bag
520422,1 night free with flight
520429,Free Hotel Meal
520436,Free Hotel Meal
520440,Exclusive discounts
520480,1 night free with flight
520491,Free Hotel Meal
520497,Free Checked Bag
520527,Free Checked Bag
520530,1 night free with flight
520532,Free Hotel Meal
520539,Free Hotel Meal
520556,No Cancellation Fees
520558,Exclusive discounts
520561,Exclusive discounts
520603,Exclusive discounts
520619,Free Checked Bag
520680,1 night free with flight
520696,Exclusive discounts
520708,Free Checked Bag
520719,Free Hotel Meal
520733,Free Checked Bag
520745,Free Checked Bag
520762,Free Checked Bag
520770,1 night free with flight
520771,Exclusive discounts
520780,Exclusive discounts
520783,Free Checked Bag
520804,1 night free with flight
520819,Free Checked Bag
520821,Free Checked Bag
520844,Exclusive discounts
520851,Free Hotel Meal
520861,Free Hotel Meal
520877,Free Checked Bag
520878,No Cancellation Fees
520882,Exclusive discounts
520885,Free Hotel Meal
520898,No Cancellation Fees
520902,Free Hotel Meal
520920,Exclusive discounts
520934,Exclusive discounts
520947,1 night free with flight
520959,Exclusive discounts
521000,Free Checked Bag
521004,Free Hotel Meal
521009,Exclusive discounts
521031,Free Hotel Meal
521033,1 night free with flight
521044,Free Checked Bag
521060,Free Hotel Meal
521062,Exclusive discounts
521065,Free Hotel Meal
521066,Free Hotel Meal
521070,Free Hotel Meal
521109,Free Checked Bag
521127,1 night free with flight
521152,No Cancellation Fees
521170,Free Checked Bag
521185,1 night free with flight
521186,1 night free with flight
521187,Exclusive discounts
521192,1 night free with flight
521201,Exclusive discounts
521211,Exclusive discounts
521212,Free Hotel Meal
521235,Free Hotel Meal
521250,1 night free with flight
521259,1 night free with flight
521282,Free Checked Bag
521286,Exclusive discounts
521293,Free Hotel Meal
521295,Free Checked Bag
521298,1 night free with flight
521309,Free Checked Bag
521316,1 night free with flight
521331,Exclusive discounts
521335,Free Checked Bag
521343,Free Hotel Meal
521379,Exclusive discounts
521392,Exclusive discounts
521404,Free Hotel Meal
521408,1 night free with flight
521416,Free Checked Bag
521434,Free Hotel Meal
521462,Free Checked Bag
521474,Exclusive discounts
521491,1 night free with flight
521509,Free Hotel Meal
521510,Free Checked Bag
521514,1 night free with flight
521587,Free Checked Bag
521607,1 night free with flight
521609,Free Checked Bag
521642,Exclusive discounts
521657,Free Checked Bag
521658,Free Checked Bag
521663,Exclusive discounts
521695,Free Checked Bag
521708,1 night free with flight
521719,Exclusive discounts
521720,Free Hotel Meal
521743,Free Hotel Meal
521748,Free Checked Bag
521768,Free Checked Bag
521785,Exclusive discounts
521814,1 night free with flight
521818,Free Checked Bag
521859,Free Hotel Meal
521865,Free Hotel Meal
521883,Free Checked Bag
521884,Free Checked Bag
521885,Free Checked Bag
521904,Exclusive discounts
521921,Exclusive discounts
521925,1 night free with flight
521941,Free Checked Bag
521943,Free Checked Bag
521956,Free Hotel Meal
521963,Exclusive discounts
521986,Exclusive discounts
521992,1 night free with flight
521997,Free Checked Bag
522001,Exclusive discounts
522005,1 night free with flight
522062,Free Checked Bag
522086,1 night free with flight
522111,Free Checked Bag
522112,Free Checked Bag
522115,Free Hotel Meal
522118,Free Checked Bag
522134,Exclusive discounts
522152,Free Hotel Meal
522171,Free Checked Bag
522179,Free Checked Bag
522184,Exclusive discounts
522201,Exclusive discounts
522223,Free Hotel Meal
522233,Free Hotel Meal
522237,Free Checked Bag
522263,Free Checked Bag
522265,1 night free with flight
522276,Free Checked Bag
522286,Free Checked Bag
522315,Exclusive discounts
522323,1 night free with flight
522364,Free Checked Bag
522373,Exclusive discounts
522375,Free Checked Bag
522387,Exclusive discounts
522402,Free Checked Bag
522420,Exclusive discounts
522426,Free Checked Bag
522427,Free Checked Bag
522438,Free Hotel Meal
522441,Free Checked Bag
522445,No Cancellation Fees
522457,Free Hotel Meal
522465,Free Hotel Meal
522476,Free Hotel Meal
522484,Free Hotel Meal
522513,Free Checked Bag
522523,Exclusive discounts
522532,Free Hotel Meal
522533,Free Checked Bag
522585,Free Checked Bag
522607,Free Checked Bag
522624,Exclusive discounts
522631,Exclusive discounts
522633,Free Checked Bag
522634,No Cancellation Fees
522639,Free Checked Bag
522654,Free Checked Bag
522687,Free Checked Bag
522738,Free Checked Bag
522745,Free Checked Bag
522748,1 night free with flight
522761,Free Checked Bag
522788,Exclusive discounts
522800,Free Hotel Meal
522809,Exclusive discounts
522873,Exclusive discounts
522898,Free Checked Bag
522911,Exclusive discounts
522927,Exclusive discounts
522937,1 night free with flight
522939,Free Checked Bag
522943,Exclusive discounts
522944,Free Checked Bag
522970,Free Hotel Meal
522981,1 night free with flight
522999,Free Checked Bag
523030,Free Checked Bag
523057,Exclusive discounts
523073,Exclusive discounts
523077,No Cancellation Fees
523090,Free Checked Bag
523098,1 night free with flight
523146,1 night free with flight
523158,Free Checked Bag
523209,Free Hotel Meal
523228,1 night free with flight
523231,Free Hotel Meal
523256,No Cancellation Fees
523271,Free Checked Bag
523273,Exclusive discounts
523290,Free Checked Bag
523299,Exclusive discounts
523301,Free Checked Bag
523335,Free Checked Bag
523338,Free Hotel Meal
523392,Free Checked Bag
523395,Free Hotel Meal
523442,Free Hotel Meal
523454,1 night free with flight
523465,Free Checked Bag
523474,Free Hotel Meal
523484,1 night free with flight
523503,Exclusive discounts
523505,Free Checked Bag
523511,Exclusive discounts
523513,Free Checked Bag
523517,Free Checked Bag
523526,Exclusive discounts
523546,Free Checked Bag
523559,Free Checked Bag
523612,Free Checked Bag
523619,Exclusive discounts
523657,Free Checked Bag
523666,1 night free with flight
523686,Free Checked Bag
523690,1 night free with flight
523700,Exclusive discounts
523710,Free Checked Bag
523715,Free Hotel Meal
523717,Free Hotel Meal
523729,Exclusive discounts
523735,1 night free with flight
523746,Free Checked Bag
523756,Free Hotel Meal
523768,Free Checked Bag
523771,Free Checked Bag
523787,Exclusive discounts
523800,Free Checked Bag
523807,Free Checked Bag
523819,Free Checked Bag
523824,Free Checked Bag
523841,Free Checked Bag
523842,Free Hotel Meal
523845,1 night free with flight
523846,Free Checked Bag
523860,1 night free with flight
523866,Free Checked Bag
523877,Free Hotel Meal
523887,Exclusive discounts
523913,Free Hotel Meal
523938,Free Checked Bag
523981,Free Hotel Meal
524001,Free Hotel Meal
524012,No Cancellation Fees
524031,Free Hotel Meal
524036,1 night free with flight
524038,Free Checked Bag
524043,1 night free with flight
524046,No Cancellation Fees
524052,1 night free with flight
524057,Exclusive discounts
524076,Free Checked Bag
524080,1 night free with flight
524098,Exclusive discounts
524116,Free Hotel Meal
524120,1 night free with flight
524151,Free Checked Bag
524167,Free Checked Bag
524169,Free Checked Bag
524172,Exclusive discounts
524180,Free Hotel Meal
524194,Free Checked Bag
524200,1 night free with flight
524211,Free Checked Bag
524214,Exclusive discounts
524226,1 night free with flight
524244,Free Checked Bag
524251,Free Checked Bag
524278,Exclusive discounts
524313,No Cancellation Fees
524318,Exclusive discounts
524328,Free Checked Bag
524358,Free Checked Bag
524365,Free Hotel Meal
524383,Exclusive discounts
524407,Free Checked Bag
524412,Free Hotel Meal
524419,Exclusive discounts
524448,Free Checked Bag
524473,1 night free with flight
524484,Exclusive discounts
524511,Free Checked Bag
524572,Free Checked Bag
524606,Exclusive discounts
524607,Free Hotel Meal
524615,Free Checked Bag
524620,Free Checked Bag
524628,Free Checked Bag
524637,Free Checked Bag
524644,No Cancellation Fees
524650,Free Checked Bag
524663,Exclusive discounts
524668,Free Hotel Meal
524682,Free Checked Bag
524722,1 night free with flight
524728,Exclusive discounts
524739,Exclusive discounts
524766,1 night free with flight
524797,Exclusive discounts
524805,Free Checked Bag
524807,Free Checked Bag
524821,No Cancellation Fees
524834,Free Checked Bag
524842,Exclusive discounts
524849,1 night free with flight
524861,No Cancellation Fees
524880,Exclusive discounts
524885,Exclusive discounts
524895,Free Checked Bag
524909,Free Checked Bag
524913,No Cancellation Fees
524923,Free Checked Bag
524926,1 night free with flight
524929,1 night free with flight
524940,Exclusive discounts
524980,1 night free with flight
525022,Free Checked Bag
525034,Free Checked Bag
525043,Free Checked Bag
525053,1 night free with flight
525056,1 night free with flight
525081,No Cancellation Fees
525089,Free Hotel Meal
525102,No Cancellation Fees
525106,Exclusive discounts
525168,Free Checked Bag
525175,Exclusive discounts
525176,Exclusive discounts
525201,Free Hotel Meal
525212,Free Checked Bag
525227,Free Hotel Meal
525234,1 night free with flight
525244,Exclusive discounts
525265,1 night free with flight
525281,Free Hotel Meal
525308,Exclusive discounts
525323,Free Checked Bag
525332,No Cancellation Fees
525356,Free Checked Bag
525377,Exclusive discounts
525379,Exclusive discounts
525389,Free Checked Bag
525405,Exclusive discounts
525410,Free Hotel Meal
525415,Free Checked Bag
525447,1 night free with flight
525488,Exclusive discounts
525515,Free Hotel Meal
525529,No Cancellation Fees
525546,Free Hotel Meal
525555,Free Checked Bag
525591,1 night free with flight
525610,Free Hotel Meal
525611,Free Hotel Meal
525615,Free Hotel Meal
525631,Free Checked Bag
525647,Exclusive discounts
525671,Free Hotel Meal
525684,Free Checked Bag
525716,1 night free with flight
525722,Free Hotel Meal
525734,Exclusive discounts
525761,Exclusive discounts
525769,Free Hotel Meal
525789,1 night free with flight
525804,1 night free with flight
525806,Free Checked Bag
525824,Free Checked Bag
525842,Free Checked Bag
525844,Free Hotel Meal
525848,Exclusive discounts
525864,Free Checked Bag
525879,Free Hotel Meal
525920,Free Hotel Meal
525975,1 night free with flight
525996,Free Hotel Meal
526032,Exclusive discounts
526036,Exclusive discounts
526062,1 night free with flight
526079,Free Checked Bag
526084,Free Checked Bag
526102,1 night free with flight
526144,Free Hotel Meal
526154,Free Checked Bag
526174,Exclusive discounts
526179,Free Hotel Meal
526184,Exclusive discounts
526203,Free Hotel Meal
526206,Exclusive discounts
526221,Exclusive discounts
526235,Exclusive discounts
526239,Exclusive discounts
526256,Free Hotel Meal
526258,Free Checked Bag
526291,Exclusive discounts
526297,Free Hotel Meal
526303,Exclusive discounts
526308,No Cancellation Fees
526332,No Cancellation Fees
526354,No Cancellation Fees
526365,Free Hotel Meal
526367,No Cancellation Fees
526372,Free Checked Bag
526378,Free Hotel Meal
526409,Free Checked Bag
526431,Free Checked Bag
526435,Exclusive discounts
526443,Exclusive discounts
526445,Free Checked Bag
526471,Free Hotel Meal
526490,Free Checked Bag
526492,1 night free with flight
526495,Exclusive discounts
526540,Free Hotel Meal
526565,1 night free with flight
526570,Free Hotel Meal
526628,Free Hotel Meal
526668,Free Checked Bag
526676,1 night free with flight
526683,Free Checked Bag
526690,Free Checked Bag
526711,Free Checked Bag
526727,Free Hotel Meal
526729,Free Checked Bag
526740,Exclusive discounts
526759,Exclusive discounts
526782,Free Checked Bag
526789,1 night free with flight
526837,No Cancellation Fees
526855,Free Checked Bag
526858,Exclusive discounts
526867,1 night free with flight
526872,Exclusive discounts
526873,1 night free with flight
526900,1 night free with flight
526901,1 night free with flight
526905,Free Hotel Meal
526913,Free Hotel Meal
526916,Exclusive discounts
526925,No Cancellation Fees
526950,No Cancellation Fees
526959,Free Checked Bag
526970,Free Checked Bag
527001,Exclusive discounts
527004,Free Checked Bag
527019,1 night free with flight
527038,1 night free with flight
527046,Free Checked Bag
527075,Free Checked Bag
527081,Free Checked Bag
527082,Free Checked Bag
527109,Free Checked Bag
527130,No Cancellation Fees
527132,Free Checked Bag
527133,Free Hotel Meal
527141,Free Checked Bag
527142,Free Hotel Meal
527150,Free Checked Bag
527154,Free Checked Bag
527158,Free Hotel Meal
527187,Free Checked Bag
527197,No Cancellation Fees
527219,Exclusive discounts
527232,Exclusive discounts
527253,Free Hotel Meal
527280,Exclusive discounts
527321,Exclusive discounts
527326,Free Checked Bag
527344,Exclusive discounts
527346,Free Checked Bag
527354,No Cancellation Fees
527359,Exclusive discounts
527365,Exclusive discounts
527389,Exclusive discounts
527393,Free Checked Bag
527396,1 night free with flight
527401,Free Hotel Meal
527406,Free Checked Bag
527445,Exclusive discounts
527451,Free Checked Bag
527452,Free Checked Bag
527455,Free Checked Bag
527464,Free Hotel Meal
527467,Exclusive discounts
527470,Exclusive discounts
527490,Free Checked Bag
527507,1 night free with flight
527508,Free Checked Bag
527518,Exclusive discounts
527524,Exclusive discounts
527536,Exclusive discounts
527541,Exclusive discounts
527552,Exclusive discounts
527560,Exclusive discounts
527564,Free Checked Bag
527585,Free Hotel Meal
527605,Free Checked Bag
527689,Exclusive discounts
527690,Free Checked Bag
527726,Exclusive discounts
527735,Exclusive discounts
527750,No Cancellation Fees
527782,Free Checked Bag
527783,Free Checked Bag
527801,Exclusive discounts
527824,Free Hotel Meal
527850,1 night free with flight
527857,Exclusive discounts
527886,Free Checked Bag
527928,Free Checked Bag
527944,Free Hotel Meal
527945,Exclusive discounts
527984,Free Hotel Meal
527987,Free Checked Bag
527995,1 night free with flight
528020,Free Hotel Meal
528028,Free Checked Bag
528046,Exclusive discounts
528061,No Cancellation Fees
528098,Exclusive discounts
528105,Free Checked Bag
528122,Free Hotel Meal
528137,Exclusive discounts
528139,Exclusive discounts
528158,Free Checked Bag
528164,Free Hotel Meal
528179,Exclusive discounts
528186,Free Checked Bag
528193,Free Checked Bag
528216,Free Checked Bag
528242,Free Checked Bag
528244,Free Checked Bag
528248,Free Checked Bag
528281,1 night free with flight
528322,Free Checked Bag
528330,Exclusive discounts
528354,Free Checked Bag
528372,Exclusive discounts
528378,Exclusive discounts
528379,Free Checked Bag
528411,Free Hotel Meal
528413,Exclusive discounts
528417,Free Checked Bag
528421,1 night free with flight
528455,Free Checked Bag
528461,Exclusive discounts
528490,1 night free with flight
528500,Exclusive discounts
528522,Free Checked Bag
528528,Exclusive discounts
528542,Free Hotel Meal
528567,Free Hotel Meal
528580,Free Checked Bag
