user_id,total_hotel_spent,checked_bags,no_cancelled_trip,discounted_trip,trip_with_return_flight
528281,4480.0,1.0,5,2.0,2.0
491141,4479.0,3.0,5,1.0,3.0
347778,4474.0,5.0,5,0.0,4.0
545981,4474.0,1.0,5,2.0,3.0
557851,4473.0,7.0,4,3.0,3.0
557956,4464.0,0.0,3,2.0,1.0
515058,4458.0,1.0,5,0.0,4.0
563773,4455.0,1.0,3,1.0,2.0
579950,4451.0,2.0,5,1.0,4.0
524194,4450.0,2.0,2,0.0,2.0
517076,4450.0,0.0,5,3.0,2.0
562843,4450.0,3.0,4,0.0,2.0
529734,4446.0,4.0,5,1.0,4.0
733654,4446.0,4.0,1,0.0,1.0
643469,4445.0,0.0,3,1.0,1.0
567478,4444.0,3.0,4,1.0,3.0
517674,4440.0,5.0,3,0.0,2.0
514810,4440.0,0.0,3,2.0,1.0
515891,4437.0,2.0,5,1.0,4.0
549154,4437.0,1.0,5,4.0,3.0
532535,4434.0,1.0,3,1.0,2.0
664617,4432.0,0.0,4,1.0,1.0
547070,4424.0,3.0,6,3.0,4.0
611371,4403.0,3.0,5,3.0,3.0
559772,4401.0,1.0,6,0.0,6.0
518348,4400.0,1.0,2,2.0,1.0
642786,4396.0,2.0,3,1.0,1.0
590843,4387.0,0.0,2,0.0,0.0
458814,4386.0,0.0,4,4.0,1.0
495603,4385.0,1.0,5,1.0,3.0
540656,4376.0,2.0,6,1.0,5.0
481622,4375.0,0.0,4,1.0,3.0
485591,4367.0,0.0,4,2.0,3.0
531670,4361.0,0.0,3,1.0,2.0
562032,4360.0,0.0,2,2.0,0.0
510570,4356.0,1.0,4,1.0,2.0
511578,4355.0,6.0,5,2.0,5.0
522999,4353.0,0.0,3,0.0,2.0
566762,4353.0,1.0,5,3.0,3.0
418692,4350.0,1.0,3,2.0,3.0
555710,4348.0,2.0,3,0.0,1.0
684521,4348.0,0.0,2,1.0,1.0
621291,4348.0,1.0,5,0.0,3.0
521941,4346.0,1.0,3,1.0,2.0
496566,4345.0,2.0,4,0.0,1.0
522748,4341.0,3.0,5,4.0,2.0
533773,4340.0,2.0,4,1.0,1.0
565377,4339.0,2.0,4,1.0,3.0
751545,4338.0,0.0,3,1.0,1.0
542358,4335.0,0.0,3,0.0,2.0
511502,4327.0,2.0,2,0.0,2.0
518480,4320.0,4.0,4,1.0,3.0
561031,4319.0,4.0,5,0.0,5.0
537904,4319.0,4.0,5,1.0,3.0
522233,4317.0,3.0,5,2.0,4.0
514899,4314.0,5.0,6,4.0,5.0
510156,4311.0,2.0,5,0.0,4.0
517061,4308.0,4.0,6,1.0,3.0
544685,4308.0,2.0,2,0.0,2.0
555135,4308.0,1.0,6,3.0,3.0
525824,4304.0,2.0,2,1.0,1.0
614165,4302.0,3.0,4,0.0,4.0
590040,4301.0,3.0,6,1.0,3.0
522427,4294.0,1.0,3,1.0,2.0
511762,4294.0,1.0,3,0.0,2.0
521186,4292.0,2.0,3,2.0,3.0
556314,4290.0,1.0,2,0.0,1.0
613164,4285.0,0.0,3,1.0,1.0
595284,4285.0,1.0,4,2.0,4.0
533975,4272.0,0.0,3,3.0,0.0
540475,4272.0,1.0,2,1.0,1.0
678547,4260.0,1.0,2,1.0,0.0
596349,4260.0,0.0,1,0.0,0.0
557314,4256.0,3.0,4,1.0,4.0
514457,4256.0,2.0,4,1.0,4.0
659744,4253.0,0.0,4,1.0,2.0
527886,4251.0,1.0,3,1.0,1.0
530463,4243.0,1.0,6,3.0,5.0
546064,4243.0,3.0,5,1.0,5.0
532711,4238.0,1.0,2,0.0,1.0
584875,4238.0,2.0,3,0.0,3.0
513638,4227.0,2.0,4,0.0,4.0
542914,4224.0,1.0,3,0.0,1.0
640867,4223.0,3.0,3,0.0,3.0
612175,4222.0,3.0,3,0.0,2.0
518495,4222.0,2.0,2,1.0,2.0
548653,4218.0,2.0,5,2.0,5.0
571454,4211.0,0.0,3,0.0,3.0
532258,4211.0,1.0,2,0.0,2.0
560949,4209.0,2.0,2,0.0,1.0
483237,4208.0,2.0,4,2.0,4.0
523800,4206.0,0.0,4,1.0,1.0
527564,4204.0,2.0,4,0.0,2.0
529309,4199.0,2.0,5,1.0,4.0
654259,4196.0,4.0,5,0.0,5.0
524200,4195.0,2.0,4,2.0,4.0
528657,4191.0,3.0,4,0.0,4.0
510067,4188.0,0.0,4,1.0,2.0
510239,4188.0,0.0,2,1.0,1.0
549115,4188.0,0.0,1,0.0,1.0
514892,4186.0,4.0,5,2.0,4.0
584977,4180.0,1.0,3,1.0,3.0
529831,4179.0,2.0,5,0.0,3.0
510452,4177.0,3.0,4,2.0,4.0
595897,4176.0,0.0,1,1.0,0.0
515131,4173.0,3.0,5,1.0,4.0
567256,4172.0,3.0,5,0.0,4.0
580211,4169.0,5.0,6,2.0,6.0
614748,4164.0,4.0,3,0.0,3.0
510815,4163.0,1.0,4,1.0,3.0
707525,4160.0,3.0,3,0.0,2.0
512016,4160.0,0.0,2,1.0,0.0
540924,4157.0,0.0,3,2.0,0.0
597300,4156.0,0.0,2,1.0,1.0
571015,4155.0,2.0,5,2.0,4.0
543114,4154.0,2.0,5,1.0,4.0
567518,4145.0,1.0,3,0.0,2.0
524842,4144.0,0.0,1,1.0,0.0
598911,4143.0,5.0,6,3.0,5.0
566059,4143.0,7.0,4,1.0,4.0
636520,4140.0,1.0,1,1.0,1.0
528777,4136.0,2.0,4,1.0,2.0
532810,4136.0,2.0,3,0.0,3.0
549281,4132.0,3.0,5,3.0,5.0
550233,4126.0,3.0,4,1.0,4.0
577145,4124.0,6.0,6,1.0,3.0
527253,4115.0,3.0,6,1.0,4.0
505854,4113.0,3.0,5,2.0,3.0
523819,4105.0,0.0,5,1.0,2.0
547878,4103.0,0.0,3,3.0,1.0
539320,4100.0,1.0,5,1.0,3.0
499038,4076.0,3.0,4,0.0,2.0
579589,4073.0,1.0,6,2.0,5.0
681581,4071.0,3.0,3,0.0,3.0
525996,4070.0,2.0,6,2.0,4.0
555083,4068.0,2.0,2,0.0,2.0
599454,4061.0,0.0,3,1.0,3.0
522898,4058.0,2.0,2,0.0,2.0
623850,4057.0,1.0,5,1.0,4.0
495727,4053.0,7.0,6,0.0,5.0
547559,4053.0,5.0,6,3.0,5.0
508050,4052.0,3.0,4,2.0,3.0
565791,4051.0,1.0,3,1.0,3.0
510195,4048.0,2.0,4,1.0,3.0
452594,4048.0,1.0,4,1.0,3.0
533990,4048.0,1.0,5,2.0,3.0
539010,4044.0,1.0,3,1.0,2.0
518526,4034.0,1.0,5,1.0,4.0
511677,4033.0,2.0,4,1.0,4.0
603635,4030.0,4.0,3,1.0,3.0
504371,4026.0,2.0,5,1.0,4.0
590095,4024.0,1.0,1,0.0,0.0
550200,4022.0,1.0,2,1.0,2.0
523513,4019.0,2.0,3,1.0,3.0
517675,4016.0,4.0,4,2.0,4.0
510326,4015.0,9.0,6,3.0,5.0
509354,4015.0,1.0,4,1.0,1.0
549202,4012.0,1.0,5,1.0,3.0
653281,4005.0,1.0,4,2.0,4.0
535135,3997.0,1.0,4,1.0,3.0
595087,3993.0,3.0,5,2.0,4.0
512069,3987.0,2.0,5,2.0,5.0
566008,3986.0,3.0,5,1.0,5.0
501817,3984.0,2.0,3,0.0,2.0
546648,3982.0,2.0,4,3.0,2.0
546008,3982.0,1.0,4,1.0,4.0
523756,3979.0,2.0,5,1.0,4.0
490133,3979.0,3.0,5,1.0,3.0
582254,3978.0,2.0,4,0.0,2.0
531386,3976.0,2.0,6,0.0,5.0
568605,3976.0,0.0,2,2.0,1.0
528179,3975.0,0.0,2,0.0,0.0
313724,3973.0,4.0,5,0.0,4.0
593350,3967.0,2.0,4,0.0,4.0
541812,3963.0,1.0,6,1.0,4.0
525056,3960.0,2.0,4,2.0,4.0
536278,3960.0,1.0,3,0.0,2.0
387282,3960.0,0.0,1,1.0,0.0
629877,3959.0,1.0,2,0.0,2.0
523290,3958.0,1.0,3,0.0,2.0
529231,3956.0,1.0,2,1.0,1.0
625030,3954.0,2.0,5,1.0,3.0
515941,3951.0,1.0,4,0.0,2.0
495482,3950.0,1.0,5,1.0,3.0
543385,3947.0,2.0,6,4.0,5.0
698573,3942.0,0.0,3,2.0,3.0
608086,3940.0,2.0,3,1.0,1.0
540147,3936.0,4.0,5,1.0,5.0
641102,3934.0,1.0,3,0.0,1.0
552944,3931.0,2.0,3,1.0,3.0
529513,3930.0,1.0,5,1.0,2.0
520719,3923.0,2.0,4,0.0,4.0
433905,3920.0,0.0,1,0.0,0.0
522223,3911.0,3.0,4,0.0,4.0
528723,3910.0,3.0,4,0.0,3.0
556744,3910.0,1.0,3,2.0,3.0
530199,3910.0,1.0,3,0.0,0.0
515751,3908.0,2.0,3,0.0,3.0
473402,3900.0,5.0,3,0.0,3.0
605136,3900.0,0.0,1,0.0,0.0
538260,3897.0,2.0,3,1.0,2.0
528683,3896.0,0.0,2,1.0,1.0
560991,3896.0,2.0,4,0.0,4.0
596361,3889.0,1.0,2,1.0,1.0
575971,3887.0,4.0,5,3.0,5.0
555997,3886.0,2.0,7,1.0,6.0
552303,3881.0,2.0,4,0.0,3.0
584787,3876.0,0.0,3,1.0,0.0
529801,3872.0,3.0,5,0.0,3.0
589164,3868.0,1.0,4,0.0,4.0
663017,3867.0,4.0,4,2.0,4.0
584459,3856.0,1.0,2,0.0,1.0
460553,3853.0,1.0,3,0.0,1.0
520265,3850.0,1.0,5,1.0,4.0
518015,3850.0,1.0,4,2.0,4.0
543713,3847.0,0.0,3,1.0,2.0
527396,3842.0,2.0,3,2.0,2.0
583764,3831.0,5.0,2,0.0,2.0
565294,3830.0,3.0,5,1.0,4.0
563483,3827.0,3.0,5,1.0,4.0
570076,3822.0,0.0,2,1.0,1.0
571940,3820.0,0.0,2,1.0,0.0
547862,3819.0,3.0,4,0.0,3.0
541931,3814.0,1.0,4,0.0,2.0
530039,3812.0,2.0,4,0.0,3.0
549058,3812.0,2.0,2,1.0,2.0
501947,3811.0,2.0,5,1.0,3.0
514460,3810.0,2.0,4,1.0,2.0
532544,3806.0,0.0,1,0.0,1.0
548408,3805.0,7.0,5,3.0,5.0
642679,3802.0,0.0,5,0.0,5.0
23557,3802.0,0.0,2,1.0,0.0
539317,3798.0,1.0,5,2.0,4.0
645415,3795.0,1.0,2,0.0,1.0
527524,3792.0,0.0,1,0.0,0.0
608860,3790.0,1.0,2,0.0,2.0
664401,3789.0,0.0,3,2.0,3.0
522115,3786.0,3.0,4,1.0,3.0
534688,3782.0,4.0,5,2.0,4.0
607028,3779.0,3.0,4,1.0,3.0
602476,3777.0,0.0,4,2.0,2.0
511140,3776.0,0.0,3,2.0,1.0
530950,3773.0,2.0,4,1.0,2.0
531499,3772.0,2.0,3,0.0,3.0
545300,3771.0,2.0,5,1.0,5.0
572554,3770.0,5.0,8,2.0,4.0
532863,3759.0,0.0,4,3.0,2.0
543660,3757.0,1.0,2,2.0,0.0
561908,3756.0,4.0,3,0.0,3.0
545011,3753.0,4.0,4,2.0,3.0
537181,3751.0,3.0,5,1.0,4.0
543240,3744.0,0.0,3,1.0,1.0
563735,3744.0,3.0,5,1.0,3.0
522152,3744.0,5.0,2,0.0,2.0
493409,3743.0,4.0,5,0.0,2.0
533396,3743.0,3.0,5,2.0,5.0
555203,3741.0,0.0,2,0.0,0.0
539528,3740.0,2.0,4,2.0,3.0
549367,3736.0,1.0,4,1.0,3.0
528455,3734.0,2.0,3,1.0,3.0
572992,3734.0,4.0,4,1.0,4.0
516789,3730.0,3.0,4,0.0,4.0
563882,3725.0,1.0,3,0.0,3.0
565949,3719.0,3.0,4,2.0,3.0
614092,3714.0,0.0,2,0.0,0.0
349132,3710.0,1.0,3,1.0,2.0
521235,3709.0,6.0,5,2.0,5.0
471500,3708.0,0.0,3,2.0,1.0
542937,3707.0,2.0,5,0.0,5.0
556830,3704.0,0.0,3,1.0,0.0
566489,3704.0,3.0,3,0.0,2.0
512190,3696.0,0.0,1,0.0,0.0
546867,3695.0,2.0,3,2.0,3.0
452034,3690.0,1.0,3,0.0,1.0
519248,3690.0,2.0,1,1.0,1.0
623941,3688.0,4.0,4,1.0,2.0
683014,3686.0,1.0,3,0.0,2.0
530543,3686.0,4.0,5,2.0,4.0
579714,3685.0,0.0,2,0.0,0.0
662010,3679.0,2.0,4,1.0,4.0
575528,3676.0,0.0,2,0.0,2.0
578947,3674.0,1.0,4,2.0,3.0
511126,3673.0,2.0,5,2.0,3.0
549377,3672.0,3.0,4,1.0,1.0
639168,3670.0,1.0,2,1.0,2.0
582011,3670.0,3.0,4,1.0,4.0
546774,3666.0,2.0,3,1.0,1.0
543968,3660.0,3.0,6,3.0,6.0
583612,3656.0,2.0,4,0.0,3.0
565573,3645.0,6.0,6,0.0,6.0
517549,3644.0,4.0,6,1.0,5.0
574116,3640.0,0.0,1,1.0,0.0
572744,3634.0,0.0,4,2.0,3.0
538084,3630.0,0.0,5,0.0,3.0
555478,3627.0,1.0,3,1.0,2.0
535747,3626.0,0.0,2,1.0,1.0
573670,3625.0,4.0,6,1.0,4.0
517231,3623.0,1.0,2,1.0,1.0
549746,3622.0,5.0,6,3.0,5.0
518694,3622.0,0.0,2,0.0,1.0
521720,3621.0,3.0,4,1.0,4.0
297546,3620.0,3.0,5,1.0,4.0
536594,3619.0,0.0,2,0.0,0.0
573010,3618.0,3.0,3,1.0,2.0
607017,3618.0,1.0,4,3.0,1.0
579792,3615.0,1.0,5,2.0,4.0
578938,3613.0,5.0,5,1.0,3.0
625398,3612.0,1.0,2,1.0,2.0
646455,3609.0,4.0,4,1.0,3.0
175032,3606.0,1.0,3,1.0,2.0
516006,3601.0,2.0,5,1.0,5.0
566533,3600.0,0.0,1,0.0,1.0
541923,3595.0,0.0,3,2.0,2.0
525716,3592.0,3.0,4,2.0,3.0
566455,3590.0,3.0,4,1.0,4.0
532259,3590.0,3.0,6,2.0,5.0
593385,3588.0,4.0,4,2.0,4.0
512419,3586.0,6.0,3,0.0,3.0
290123,3583.0,6.0,7,0.0,5.0
513259,3582.0,1.0,3,0.0,2.0
518743,3579.0,0.0,3,0.0,3.0
547823,3579.0,1.0,5,0.0,4.0
558838,3578.0,0.0,5,2.0,4.0
534858,3578.0,3.0,4,0.0,4.0
573841,3575.0,0.0,2,0.0,1.0
566275,3572.0,2.0,2,1.0,1.0
563100,3572.0,1.0,2,1.0,1.0
545070,3562.0,0.0,3,0.0,1.0
513791,3561.0,2.0,4,1.0,4.0
596222,3559.0,2.0,3,1.0,2.0
511680,3557.0,2.0,4,0.0,3.0
517150,3556.0,1.0,6,3.0,6.0
559981,3551.0,4.0,6,2.0,5.0
524167,3548.0,0.0,4,1.0,4.0
381465,3546.0,0.0,4,1.0,1.0
385689,3545.0,1.0,4,2.0,3.0
642344,3542.0,0.0,4,2.0,4.0
572106,3542.0,0.0,1,0.0,0.0
525684,3540.0,1.0,4,1.0,2.0
545551,3539.0,2.0,4,2.0,4.0
547412,3532.0,2.0,2,0.0,2.0
578396,3531.0,1.0,3,1.0,1.0
548474,3529.0,0.0,3,0.0,0.0
511398,3526.0,3.0,5,2.0,4.0
551990,3523.0,0.0,3,0.0,1.0
557107,3514.0,3.0,5,1.0,4.0
546161,3514.0,0.0,3,1.0,3.0
551468,3514.0,2.0,4,0.0,4.0
571084,3513.0,1.0,4,1.0,2.0
494985,3510.0,2.0,6,0.0,3.0
716801,3510.0,2.0,2,1.0,1.0
602190,3506.0,0.0,2,0.0,1.0
568167,3500.0,1.0,4,1.0,3.0
554681,3500.0,0.0,1,0.0,0.0
589489,3499.0,2.0,7,6.0,5.0
546462,3499.0,0.0,2,2.0,0.0
512780,3498.0,1.0,3,1.0,1.0
491995,3496.0,0.0,1,0.0,0.0
519747,3496.0,3.0,6,1.0,5.0
544414,3496.0,2.0,3,0.0,3.0
542471,3494.0,2.0,4,2.0,3.0
589311,3492.0,1.0,4,1.0,1.0
590697,3483.0,0.0,3,1.0,1.0
560803,3483.0,2.0,5,2.0,4.0
523505,3482.0,1.0,5,0.0,3.0
531009,3478.0,2.0,5,0.0,4.0
550754,3476.0,1.0,3,1.0,2.0
569792,3476.0,2.0,4,0.0,3.0
524043,3470.0,4.0,6,4.0,5.0
511489,3469.0,1.0,3,1.0,1.0
646933,3465.0,2.0,2,0.0,2.0
598881,3465.0,2.0,6,1.0,5.0
560065,3465.0,1.0,4,3.0,2.0
548222,3464.0,4.0,4,2.0,2.0
521031,3459.0,2.0,6,1.0,5.0
598692,3458.0,0.0,2,1.0,1.0
527464,3454.0,6.0,6,0.0,5.0
606362,3450.0,0.0,1,0.0,1.0
498357,3449.0,4.0,5,2.0,4.0
590400,3448.0,3.0,4,2.0,3.0
539414,3443.0,0.0,3,2.0,2.0
515198,3440.0,0.0,1,1.0,0.0
497615,3438.0,2.0,3,0.0,2.0
517715,3436.0,2.0,2,0.0,2.0
529224,3436.0,5.0,7,0.0,4.0
566992,3426.0,5.0,5,2.0,5.0
522457,3424.0,3.0,6,1.0,5.0
532650,3421.0,2.0,5,1.0,3.0
569883,3420.0,1.0,4,1.0,3.0
522237,3420.0,2.0,4,1.0,1.0
562108,3417.0,1.0,5,0.0,5.0
491925,3413.0,0.0,6,1.0,4.0
544640,3411.0,4.0,5,1.0,4.0
549482,3408.0,5.0,5,2.0,5.0
499751,3405.0,4.0,4,0.0,3.0
549710,3404.0,2.0,5,1.0,4.0
473332,3404.0,1.0,4,3.0,2.0
531253,3404.0,4.0,5,1.0,4.0
554885,3402.0,5.0,5,2.0,5.0
587538,3398.0,0.0,3,1.0,1.0
538188,3397.0,0.0,4,1.0,3.0
575711,3397.0,2.0,3,0.0,2.0
518612,3396.0,3.0,6,2.0,5.0
488918,3394.0,3.0,6,2.0,5.0
488672,3394.0,2.0,4,2.0,3.0
536574,3392.0,2.0,4,2.0,2.0
511397,3389.0,1.0,5,1.0,5.0
561864,3384.0,1.0,3,0.0,2.0
561687,3383.0,0.0,3,1.0,2.0
534295,3382.0,2.0,3,1.0,3.0
577638,3381.0,3.0,5,1.0,5.0
523619,3374.0,1.0,2,1.0,0.0
526683,3374.0,2.0,3,0.0,2.0
526873,3370.0,2.0,3,2.0,2.0
595527,3364.0,1.0,3,2.0,2.0
575233,3364.0,0.0,3,1.0,1.0
594042,3356.0,2.0,6,1.0,6.0
579065,3354.0,2.0,4,2.0,4.0
521509,3343.0,2.0,4,0.0,4.0
581721,3343.0,2.0,5,0.0,4.0
553139,3338.0,3.0,4,2.0,4.0
518338,3338.0,0.0,4,0.0,3.0
524251,3337.0,2.0,3,1.0,2.0
574603,3334.0,1.0,4,2.0,3.0
566625,3334.0,0.0,4,2.0,2.0
672468,3330.0,1.0,5,2.0,4.0
548022,3330.0,3.0,4,1.0,4.0
531654,3328.0,2.0,3,1.0,2.0
665892,3326.0,2.0,5,2.0,3.0
432941,3322.0,1.0,4,0.0,3.0
524473,3320.0,1.0,3,2.0,2.0
441457,3319.0,0.0,3,2.0,2.0
601582,3317.0,0.0,2,0.0,1.0
593536,3316.0,3.0,5,0.0,3.0
476173,3315.0,0.0,1,0.0,0.0
357737,3313.0,2.0,5,2.0,4.0
553607,3307.0,2.0,3,2.0,3.0
549292,3306.0,2.0,3,0.0,3.0
599335,3300.0,2.0,3,2.0,2.0
514893,3300.0,0.0,1,1.0,0.0
519911,3298.0,1.0,6,1.0,6.0
533518,3298.0,1.0,3,1.0,3.0
534903,3298.0,2.0,3,0.0,2.0
516290,3296.0,0.0,3,0.0,2.0
623077,3290.0,1.0,4,1.0,2.0
675201,3289.0,3.0,6,3.0,5.0
620394,3288.0,2.0,2,1.0,1.0
527109,3287.0,2.0,4,0.0,3.0
521185,3285.0,2.0,4,2.0,2.0
504786,3283.0,1.0,3,1.0,1.0
536489,3279.0,4.0,6,3.0,4.0
533211,3278.0,2.0,4,1.0,3.0
603515,3272.0,1.0,3,0.0,2.0
525356,3271.0,1.0,3,0.0,3.0
515802,3270.0,3.0,5,1.0,4.0
551567,3270.0,5.0,6,1.0,6.0
667981,3270.0,0.0,3,0.0,3.0
528322,3269.0,1.0,4,0.0,3.0
511377,3266.0,0.0,2,1.0,0.0
536099,3264.0,0.0,4,1.0,2.0
560888,3258.0,2.0,3,0.0,2.0
529972,3258.0,2.0,3,2.0,2.0
529421,3258.0,0.0,5,0.0,4.0
492287,3256.0,3.0,2,0.0,2.0
544391,3253.0,1.0,3,2.0,2.0
525844,3253.0,3.0,4,1.0,3.0
533402,3252.0,2.0,3,1.0,1.0
516543,3252.0,1.0,1,0.0,1.0
628570,3251.0,1.0,5,2.0,3.0
517392,3250.0,3.0,5,0.0,4.0
457468,3247.0,4.0,4,2.0,2.0
642553,3242.0,1.0,2,0.0,2.0
564364,3240.0,1.0,1,0.0,1.0
537819,3239.0,3.0,4,1.0,3.0
535600,3236.0,0.0,3,0.0,1.0
526431,3235.0,1.0,5,1.0,2.0
577921,3234.0,0.0,2,0.0,1.0
596856,3231.0,1.0,3,1.0,1.0
533542,3229.0,4.0,5,1.0,4.0
528995,3228.0,1.0,3,0.0,3.0
523735,3226.0,2.0,4,2.0,3.0
512786,3221.0,2.0,4,0.0,3.0
527585,3215.0,1.0,4,1.0,4.0
578549,3214.0,2.0,4,2.0,4.0
418329,3206.0,2.0,3,2.0,3.0
546190,3203.0,2.0,3,0.0,2.0
517356,3202.0,2.0,3,0.0,2.0
577115,3199.0,0.0,4,2.0,3.0
551890,3194.0,3.0,4,2.0,2.0
229330,3193.0,1.0,4,0.0,4.0
516827,3191.0,3.0,6,2.0,3.0
561037,3190.0,1.0,2,0.0,1.0
465343,3189.0,2.0,2,1.0,2.0
616992,3189.0,2.0,3,0.0,1.0
407434,3186.0,0.0,1,0.0,0.0
691541,3186.0,0.0,1,0.0,1.0
516594,3184.0,1.0,4,0.0,4.0
526144,3184.0,3.0,5,2.0,4.0
534105,3183.0,2.0,6,1.0,5.0
606290,3182.0,3.0,4,0.0,3.0
509530,3182.0,3.0,6,0.0,4.0
542850,3180.0,1.0,4,0.0,2.0
525515,3180.0,3.0,4,1.0,4.0
513026,3173.0,1.0,3,1.0,3.0
582319,3173.0,3.0,4,1.0,4.0
430722,3169.0,2.0,3,1.0,3.0
592366,3169.0,1.0,3,2.0,1.0
553219,3168.0,3.0,5,2.0,3.0
542056,3163.0,0.0,2,0.0,0.0
613941,3159.0,0.0,4,3.0,2.0
635300,3158.0,8.0,6,4.0,4.0
527507,3156.0,2.0,4,2.0,2.0
555310,3145.0,4.0,6,2.0,5.0
689456,3144.0,0.0,1,1.0,0.0
569236,3144.0,3.0,4,0.0,3.0
532730,3144.0,1.0,2,1.0,1.0
560374,3142.0,2.0,5,2.0,4.0
574840,3142.0,3.0,3,1.0,2.0
539794,3139.0,2.0,4,1.0,4.0
536843,3136.0,2.0,4,0.0,3.0
540777,3136.0,0.0,1,1.0,0.0
532653,3135.0,0.0,4,2.0,4.0
516057,3134.0,4.0,4,1.0,3.0
575433,3133.0,2.0,3,0.0,2.0
508866,3119.0,1.0,3,1.0,3.0
570683,3118.0,4.0,4,2.0,4.0
590163,3113.0,0.0,4,2.0,3.0
616718,3112.0,0.0,4,1.0,4.0
511609,3110.0,1.0,2,2.0,1.0
510585,3107.0,1.0,1,0.0,1.0
517581,3106.0,2.0,3,0.0,3.0
525447,3102.0,0.0,5,2.0,3.0
486671,3100.0,2.0,5,1.0,4.0
541878,3099.0,1.0,2,0.0,1.0
528020,3098.0,2.0,4,0.0,4.0
507732,3094.0,2.0,5,2.0,2.0
525920,3093.0,3.0,5,1.0,2.0
421700,3090.0,0.0,3,2.0,3.0
527142,3085.0,3.0,6,1.0,6.0
650901,3079.0,1.0,4,2.0,2.0
595958,3078.0,5.0,4,1.0,3.0
560195,3077.0,2.0,6,2.0,4.0
651491,3077.0,1.0,5,2.0,3.0
598533,3076.0,2.0,2,1.0,2.0
487680,3075.0,1.0,3,0.0,3.0
536212,3072.0,2.0,1,0.0,1.0
558851,3068.0,2.0,1,0.0,1.0
454920,3064.0,3.0,5,1.0,4.0
539426,3062.0,1.0,3,0.0,1.0
577216,3061.0,2.0,4,3.0,2.0
489992,3059.0,1.0,3,1.0,2.0
497225,3058.0,1.0,5,2.0,4.0
522981,3052.0,3.0,5,2.0,3.0
619432,3052.0,3.0,4,3.0,2.0
542095,3052.0,2.0,1,0.0,1.0
524929,3051.0,3.0,4,2.0,4.0
545518,3051.0,0.0,4,1.0,4.0
514344,3048.0,4.0,6,3.0,5.0
584531,3046.0,1.0,2,1.0,2.0
472394,3046.0,1.0,2,0.0,1.0
548190,3042.0,2.0,3,1.0,2.0
573420,3042.0,2.0,5,3.0,4.0
555180,3042.0,0.0,2,0.0,1.0
540708,3035.0,1.0,4,0.0,3.0
515202,3033.0,0.0,1,0.0,0.0
523209,3031.0,3.0,4,1.0,3.0
164522,3029.0,1.0,1,1.0,1.0
588507,3026.0,1.0,3,1.0,2.0
514638,3025.0,3.0,4,2.0,3.0
538134,3020.0,3.0,3,0.0,2.0
544012,3015.0,1.0,4,1.0,1.0
539337,3015.0,2.0,3,0.0,1.0
588820,3015.0,3.0,4,2.0,4.0
541454,3012.0,6.0,5,1.0,4.0
618063,3010.0,4.0,4,0.0,4.0
553938,3008.0,2.0,3,1.0,2.0
513761,3007.0,1.0,3,1.0,3.0
512271,3004.0,3.0,6,1.0,2.0
530978,3004.0,4.0,6,2.0,5.0
526905,3004.0,3.0,5,1.0,3.0
656471,3004.0,3.0,2,1.0,2.0
553220,3002.0,0.0,4,1.0,3.0
542230,3000.0,0.0,1,0.0,1.0
539012,2999.0,4.0,3,1.0,3.0
600648,2999.0,3.0,5,1.0,3.0
696475,2998.0,2.0,4,1.0,2.0
481554,2997.0,3.0,5,1.0,5.0
643929,2994.0,1.0,2,0.0,1.0
546437,2991.0,2.0,5,1.0,5.0
513031,2990.0,2.0,3,1.0,1.0
545770,2988.0,1.0,4,0.0,4.0
512147,2987.0,2.0,3,0.0,1.0
545209,2987.0,3.0,3,0.0,3.0
521298,2985.0,1.0,3,2.0,2.0
565301,2983.0,2.0,5,1.0,5.0
521695,2978.0,1.0,4,1.0,1.0
511666,2977.0,2.0,3,1.0,2.0
528567,2977.0,3.0,6,0.0,5.0
509515,2976.0,1.0,2,1.0,1.0
532119,2974.0,1.0,6,0.0,5.0
469440,2971.0,1.0,4,1.0,2.0
525281,2967.0,2.0,5,2.0,5.0
480895,2966.0,1.0,3,0.0,3.0
525227,2966.0,2.0,5,0.0,4.0
530188,2965.0,5.0,4,0.0,4.0
517735,2964.0,1.0,2,2.0,1.0
523299,2964.0,0.0,1,0.0,1.0
529229,2964.0,0.0,2,0.0,2.0
616752,2964.0,1.0,2,1.0,1.0
395202,2964.0,0.0,1,0.0,0.0
585882,2962.0,3.0,3,1.0,2.0
541540,2961.0,3.0,4,1.0,2.0
546072,2960.0,2.0,4,1.0,3.0
528688,2960.0,0.0,1,0.0,0.0
532410,2958.0,2.0,4,1.0,1.0
522970,2958.0,2.0,6,1.0,5.0
618418,2958.0,2.0,5,1.0,4.0
559146,2957.0,1.0,4,0.0,1.0
525879,2956.0,4.0,4,0.0,3.0
554079,2955.0,2.0,5,2.0,3.0
536810,2954.0,3.0,4,0.0,4.0
515274,2954.0,1.0,6,1.0,4.0
555563,2952.0,2.0,4,2.0,3.0
763129,2952.0,0.0,2,2.0,0.0
591478,2951.0,0.0,2,1.0,0.0
532637,2946.0,0.0,2,1.0,0.0
604355,2946.0,3.0,3,2.0,2.0
768291,2946.0,4.0,2,1.0,2.0
328590,2945.0,1.0,3,2.0,2.0
523484,2945.0,3.0,5,2.0,2.0
533155,2942.0,3.0,3,2.0,3.0
616491,2940.0,1.0,3,0.0,3.0
509278,2940.0,5.0,3,0.0,1.0
551967,2940.0,2.0,3,1.0,2.0
